timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2012-04-10 19:23:41.000000,2157354000.0,682510700.0,59.63832,1610146.0,,1550746000.0,,0.0565791,0
2012-04-10 19:23:41.000000,2157354000.0,682510700.0,59.63832,1610146.0,,1550746000.0,,0.0565791,0
2012-04-10 19:23:41.000000,2157354000.0,682510700.0,59.63832,1610146.0,,1550746000.0,,0.0565791,0
2012-04-10 19:23:41.000000,2157354000.0,682510700.0,59.63832,1610146.0,,1550746000.0,,0.0565791,0
2012-04-10 19:23:51.000000,2157553000.0,681381800.0,59.90028,1603746.0,,1549756000.0,,0.05660787,0
2012-04-10 19:23:51.000000,2157553000.0,681381800.0,59.90028,1603746.0,,1549756000.0,,0.05660787,0
2012-04-10 19:23:51.000000,2157553000.0,681381800.0,59.90028,1603746.0,,1549756000.0,,0.05660787,0
2012-04-10 19:23:51.000000,2157553000.0,681381800.0,59.90028,1603746.0,,1549756000.0,,0.05660787,0
2012-04-10 19:24:30.000000,2158332000.0,676979100.0,60.92191,1624453.0,,1548434000.0,,0.05672007,0
2012-04-10 19:24:30.000000,2158332000.0,676979100.0,60.92191,1624453.0,,1548434000.0,,0.05672007,0
2012-04-10 19:24:30.000000,2158332000.0,676979100.0,60.92191,1624453.0,,1548434000.0,,0.05672007,0
2012-04-10 19:24:30.000000,2158332000.0,676979100.0,60.92191,1624453.0,,1548434000.0,,0.05672007,0
2012-04-10 19:24:58.000000,2158891000.0,675560000.0,61.65539,1607686.0,,1547100000.0,,0.05680063,0
2012-04-10 19:24:58.000000,2158891000.0,675560000.0,61.65539,1607686.0,,1547100000.0,,0.05680063,0
2012-04-10 19:24:58.000000,2158891000.0,675560000.0,61.65539,1607686.0,,1547100000.0,,0.05680063,0
2012-04-10 19:24:58.000000,2158891000.0,675560000.0,61.65539,1607686.0,,1547100000.0,,0.05680063,0
2012-04-10 19:26:02.000000,2160168000.0,674209600.0,63.33192,1622863.0,,1544549000.0,,0.05698475,0
2012-04-10 19:26:02.000000,2160168000.0,674209600.0,63.33192,1622863.0,,1544549000.0,,0.05698475,0
2012-04-10 19:26:02.000000,2160168000.0,674209600.0,63.33192,1622863.0,,1544549000.0,,0.05698475,0
2012-04-10 19:26:02.000000,2160168000.0,674209600.0,63.33192,1622863.0,,1544549000.0,,0.05698475,0
2012-04-10 20:35:56.000000,2241490000.0,1052867000.0,23.2452,3149031.0,,1555484000.0,,0.05372966,6
2012-04-10 20:35:56.000000,2241490000.0,1052867000.0,23.2452,3149031.0,,1555484000.0,,0.05372966,6
2012-04-10 20:35:56.000000,2241490000.0,1052867000.0,23.2452,3149031.0,,1555484000.0,,0.05372966,6
