timestamp,P-PDG,P-TPT,T-TPT,P-MON-CKP,T-JUS-CKP,P-JUS-CKGL,T-JUS-CKGL,QGL,class
2012-04-10 19:23:45.000000,2157433000.0,682059100.0,59.7431,1607586.0,,1550350000.0,,0.05659061,0
2012-04-10 19:23:45.000000,2157433000.0,682059100.0,59.7431,1607586.0,,1550350000.0,,0.05659061,0
2012-04-10 19:23:45.000000,2157433000.0,682059100.0,59.7431,1607586.0,,1550350000.0,,0.05659061,0
2012-04-10 19:23:45.000000,2157433000.0,682059100.0,59.7431,1607586.0,,1550350000.0,,0.05659061,0
2012-04-10 19:24:19.000000,2158112000.0,678220900.0,60.63376,1614748.0,,1548592000.0,,0.05668842,0
2012-04-10 19:24:19.000000,2158112000.0,678220900.0,60.63376,1614748.0,,1548592000.0,,0.05668842,0
2012-04-10 19:24:19.000000,2158112000.0,678220900.0,60.63376,1614748.0,,1548592000.0,,0.05668842,0
2012-04-10 19:24:19.000000,2158112000.0,678220900.0,60.63376,1614748.0,,1548592000.0,,0.05668842,0
2012-04-10 19:24:35.000000,2158431000.0,676725700.0,61.05289,1621459.0,,1548196000.0,,0.05673445,0
2012-04-10 19:24:35.000000,2158431000.0,676725700.0,61.05289,1621459.0,,1548196000.0,,0.05673445,0
2012-04-10 19:24:35.000000,2158431000.0,676725700.0,61.05289,1621459.0,,1548196000.0,,0.05673445,0
2012-04-10 19:24:35.000000,2158431000.0,676725700.0,61.05289,1621459.0,,1548196000.0,,0.05673445,0
2012-04-10 19:24:59.000000,2158911000.0,675509300.0,61.68159,1607088.0,,1547052000.0,,0.0568035,0
2012-04-10 19:24:59.000000,2158911000.0,675509300.0,61.68159,1607088.0,,1547052000.0,,0.0568035,0
2012-04-10 19:24:59.000000,2158911000.0,675509300.0,61.68159,1607088.0,,1547052000.0,,0.0568035,0
2012-04-10 19:24:59.000000,2158911000.0,675509300.0,61.68159,1607088.0,,1547052000.0,,0.0568035,0
2012-04-10 19:25:20.000000,2159330000.0,674444900.0,62.2317,1620650.0,,1546813000.0,,0.05686392,0
2012-04-10 19:25:20.000000,2159330000.0,674444900.0,62.2317,1620650.0,,1546813000.0,,0.05686392,0
2012-04-10 19:25:20.000000,2159330000.0,674444900.0,62.2317,1620650.0,,1546813000.0,,0.05686392,0
2012-04-10 19:25:20.000000,2159330000.0,674444900.0,62.2317,1620650.0,,1546813000.0,,0.05686392,0
2012-04-10 20:32:50.000000,2240374000.0,1035203000.0,21.85372,3148998.0,,1555632000.0,,0.05682621,6
2012-04-10 20:32:50.000000,2240374000.0,1035203000.0,21.85372,3148998.0,,1555632000.0,,0.05682621,6
2012-04-10 20:32:50.000000,2240374000.0,1035203000.0,21.85372,3148998.0,,1555632000.0,,0.05682621,6
2012-04-10 20:32:50.000000,2240374000.0,1035203000.0,21.85372,3148998.0,,1555632000.0,,0.05682621,6
2012-04-10 21:57:55.000000,2270999000.0,1463827000.0,13.9297,3148944.0,,1550435000.0,,0.05509755,6
2012-04-10 21:57:55.000000,2270999000.0,1463827000.0,13.9297,3148944.0,,1550435000.0,,0.05509755,6
2012-04-10 21:57:55.000000,2270999000.0,1463827000.0,13.9297,3148944.0,,1550435000.0,,0.05509755,6
2012-04-10 21:57:55.000000,2270999000.0,1463827000.0,13.9297,3148944.0,,1550435000.0,,0.05509755,6
2012-04-10 22:34:03.000000,2284004000.0,1680276000.0,12.34898,3149056.0,,1556319000.0,,0.05768446,6
2012-04-10 22:34:03.000000,2284004000.0,1680276000.0,12.34898,3149056.0,,1556319000.0,,0.05768446,6
2012-04-10 22:34:03.000000,2284004000.0,1680276000.0,12.34898,3149056.0,,1556319000.0,,0.05768446,6
2012-04-10 22:34:03.000000,2284004000.0,1680276000.0,12.34898,3149056.0,,1556319000.0,,0.05768446,6
2012-04-10 23:00:02.000000,2293357000.0,1788418000.0,11.21229,3149048.0,,1581565000.0,,0.05345006,6
2012-04-10 23:00:02.000000,2293357000.0,1788418000.0,11.21229,3149048.0,,1581565000.0,,0.05345006,6
2012-04-10 23:00:02.000000,2293357000.0,1788418000.0,11.21229,3149048.0,,1581565000.0,,0.05345006,6
2012-04-10 23:00:02.000000,2293357000.0,1788418000.0,11.21229,3149048.0,,1581565000.0,,0.05345006,6
2012-04-10 23:18:46.000000,2300100000.0,1781391000.0,10.39277,3148932.0,,1552486000.0,,0.0276039,6
2012-04-10 23:18:46.000000,2300100000.0,1781391000.0,10.39277,3148932.0,,1552486000.0,,0.0276039,6
2012-04-10 23:18:46.000000,2300100000.0,1781391000.0,10.39277,3148932.0,,1552486000.0,,0.0276039,6
2012-04-10 23:18:46.000000,2300100000.0,1781391000.0,10.39277,3148932.0,,1552486000.0,,0.0276039,6
2013-11-04 02:08:58.000000,0.0,18852350.0,116.7546,9596629.0,173.0961,2915764.0,,0.0,0
2013-11-04 02:08:58.000000,0.0,18852350.0,116.7546,9596629.0,173.0961,2915764.0,,0.0,0
2013-11-04 02:08:58.000000,0.0,18852350.0,116.7546,9596629.0,173.0961,2915764.0,,0.0,0
2013-11-04 02:08:58.000000,0.0,18852350.0,116.7546,9596629.0,173.0961,2915764.0,,0.0,0
2013-11-04 02:16:02.000000,0.0,18852350.0,116.7822,9595920.0,173.0961,2919027.0,,0.0,0
2013-11-04 02:16:02.000000,0.0,18852350.0,116.7822,9595920.0,173.0961,2919027.0,,0.0,0
2013-11-04 02:16:02.000000,0.0,18852350.0,116.7822,9595920.0,173.0961,2919027.0,,0.0,0
2013-11-04 02:16:02.000000,0.0,18852350.0,116.7822,9595920.0,173.0961,2919027.0,,0.0,0
2013-11-04 02:32:38.000000,0.0,18852350.0,116.8035,9594254.0,173.0961,2926691.0,,0.0,0
2013-11-04 02:32:38.000000,0.0,18852350.0,116.8035,9594254.0,173.0961,2926691.0,,0.0,0
2013-11-04 02:32:38.000000,0.0,18852350.0,116.8035,9594254.0,173.0961,2926691.0,,0.0,0
2013-11-04 02:32:38.000000,0.0,18852350.0,116.8035,9594254.0,173.0961,2926691.0,,0.0,0
2013-11-04 02:33:37.000000,0.0,18852350.0,116.7794,9594154.0,173.0961,2927146.0,,0.0,0
2013-11-04 02:33:37.000000,0.0,18852350.0,116.7794,9594154.0,173.0961,2927146.0,,0.0,0
2013-11-04 02:33:37.000000,0.0,18852350.0,116.7794,9594154.0,173.0961,2927146.0,,0.0,0
2013-11-04 02:33:37.000000,0.0,18852350.0,116.7794,9594154.0,173.0961,2927146.0,,0.0,0
2013-11-04 02:42:03.000000,0.0,18852350.0,116.1647,9593307.0,173.0961,2931039.0,,0.0,0
2013-11-04 02:42:03.000000,0.0,18852350.0,116.1647,9593307.0,173.0961,2931039.0,,0.0,0
2013-11-04 02:42:03.000000,0.0,18852350.0,116.1647,9593307.0,173.0961,2931039.0,,0.0,0
2013-11-04 02:42:03.000000,0.0,18852350.0,116.1647,9593307.0,173.0961,2931039.0,,0.0,0
2013-11-04 02:44:34.000000,0.0,17785050.0,110.7001,9314635.0,173.0961,2932201.0,,0.0,2
2013-11-04 02:44:34.000000,0.0,17785050.0,110.7001,9314635.0,173.0961,2932201.0,,0.0,2
2013-11-04 02:44:34.000000,0.0,17785050.0,110.7001,9314635.0,173.0961,2932201.0,,0.0,2
2013-11-04 02:44:34.000000,0.0,17785050.0,110.7001,9314635.0,173.0961,2932201.0,,0.0,2
2013-11-04 03:21:59.000000,0.0,8855949.0,24.45246,5068420.0,173.0961,2949477.0,,0.0,2
2013-11-04 03:21:59.000000,0.0,8855949.0,24.45246,5068420.0,173.0961,2949477.0,,0.0,2
2013-11-04 03:21:59.000000,0.0,8855949.0,24.45246,5068420.0,173.0961,2949477.0,,0.0,2
2013-11-04 03:21:59.000000,0.0,8855949.0,24.45246,5068420.0,173.0961,2949477.0,,0.0,2
2013-11-04 03:33:32.000000,0.0,8505502.0,19.66743,4790629.0,173.0961,2954810.0,,0.0,2
2013-11-04 03:33:32.000000,0.0,8505502.0,19.66743,4790629.0,173.0961,2954810.0,,0.0,2
2013-11-04 03:33:32.000000,0.0,8505502.0,19.66743,4790629.0,173.0961,2954810.0,,0.0,2
2013-11-04 03:33:32.000000,0.0,8505502.0,19.66743,4790629.0,173.0961,2954810.0,,0.0,2
2013-11-04 03:48:18.000000,0.0,8437341.0,16.88756,4139975.0,173.0961,2944892.0,,0.0,2
2013-11-04 03:48:18.000000,0.0,8437341.0,16.88756,4139975.0,173.0961,2944892.0,,0.0,2
2013-11-04 03:48:18.000000,0.0,8437341.0,16.88756,4139975.0,173.0961,2944892.0,,0.0,2
2013-11-04 03:48:18.000000,0.0,8437341.0,16.88756,4139975.0,173.0961,2944892.0,,0.0,2
2013-11-04 04:02:03.000000,0.0,8324957.0,13.96121,3484667.0,173.0961,2078572.0,,0.0,2
2013-11-04 04:02:03.000000,0.0,8324957.0,13.96121,3484667.0,173.0961,2078572.0,,0.0,2
2013-11-04 04:02:03.000000,0.0,8324957.0,13.96121,3484667.0,173.0961,2078572.0,,0.0,2
2013-11-04 04:02:03.000000,0.0,8324957.0,13.96121,3484667.0,173.0961,2078572.0,,0.0,2
2014-01-24 21:35:37.000000,0.0,18433410.0,116.9109,9365418.0,75.36203,-300917.8,,0.0,0
2014-01-24 21:35:37.000000,0.0,18433410.0,116.9109,9365418.0,75.36203,-300917.8,,0.0,0
2014-01-24 21:35:37.000000,0.0,18433410.0,116.9109,9365418.0,75.36203,-300917.8,,0.0,0
2014-01-24 21:35:37.000000,0.0,18433410.0,116.9109,9365418.0,75.36203,-300917.8,,0.0,0
2014-01-24 21:37:21.000000,0.0,18433410.0,116.9109,9364905.0,75.368,-300917.8,,0.0,0
